ID,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
Seq_5148,0.153,-0.785,-0.299,-0.549,0.328
Seq_5149,0.02,-0.477,-0.226,-0.408,0.204
Seq_5150,0.133,-0.231,-0.435,-0.32,0.067
Seq_5151,-0.047,-0.563,-0.327,-0.356,0.336
Seq_5152,0.406,-0.386,-0.189,-0.394,0.125
Seq_5153,0.026,-0.544,-0.294,-0.462,0.13
Seq_5154,-0.028,-0.296,-0.153,-0.281,0.02
Seq_5155,-0.079,-0.86,-0.417,-0.534,0.222
Seq_5156,-0.026,-0.375,-0.39,-0.453,0.031
Seq_5157,-0.148,-0.7,-0.141,-0.391,0.277
Seq_5158,0.152,-0.527,-0.306,-0.478,0.172
Seq_5159,-0.126,-0.532,-0.41,-0.413,0.265
Seq_5160,-0.399,-0.449,-0.519,-0.44,0.124
Seq_5161,0.552,-0.431,0.11,-0.414,-0.078
Seq_5162,0.008,-0.475,-0.23,-0.38,0.211
Seq_5163,0.367,-0.631,-0.075,-0.605,0.11
Seq_5164,0.512,-0.316,-0.145,-0.309,-0.06
Seq_5165,-0.174,-0.568,-0.274,-0.387,0.218
Seq_5166,0.086,-0.677,-0.228,-0.364,0.045
Seq_5167,-0.072,-0.64,-0.283,-0.251,0.211
Seq_5168,0.219,-0.363,-0.294,-0.542,-0.021
Seq_5169,0.191,-0.411,-0.309,-0.522,-0.024
Seq_5170,0.125,-0.319,-0.256,-0.324,0.124
Seq_5171,0.148,-0.644,-0.576,-0.491,0.124
Seq_5172,0.237,-0.667,-0.236,-0.6,0.068
Seq_5173,-0.086,-0.2,-0.355,-0.396,-0.053
Seq_5174,-0.841,-1.0,-0.331,-0.293,0.223
Seq_5175,-0.19,-0.499,-0.326,-0.37,0.097
Seq_5176,-0.168,-0.506,-0.329,-0.381,0.089
Seq_5177,0.4,-0.461,-0.267,-0.403,0.161
Seq_5178,0.373,-0.486,-0.257,-0.409,0.155
Seq_5179,0.22,-0.601,0.056,-0.489,0.001
Seq_5180,0.212,-0.58,-0.365,-0.415,0.12
Seq_5181,0.222,-0.726,-0.451,-0.422,0.227
Seq_5182,0.138,-0.499,-0.381,-0.467,0.213
Seq_5183,0.165,-0.704,-0.191,-0.387,0.067
Seq_5184,-0.019,-0.637,-0.303,-0.47,0.238
Seq_5185,0.342,-0.236,-0.495,-0.521,0.169
Seq_5186,-0.019,-0.312,-0.211,-0.356,0.144
Seq_5187,0.089,-0.429,-0.489,-0.416,0.07
Seq_5188,0.731,-0.308,-0.109,-0.52,0.078
Seq_5189,0.191,-0.502,-0.233,-0.187,0.226
Seq_5190,0.065,-0.196,-0.276,-0.412,0.018
Seq_5191,0.328,-0.395,-0.2,-0.54,0.094
Seq_5192,0.039,-0.44,-0.438,-0.342,0.15
Seq_5193,0.072,-0.516,-0.273,-0.423,0.135
Seq_5194,-0.138,-0.378,-0.172,-0.312,0.034
Seq_5195,0.304,-0.294,-0.382,-0.467,0.163
Seq_5196,0.057,-0.195,-0.153,-0.36,0.066
Seq_5197,-0.147,-0.656,-0.11,-0.437,0.109
Seq_5198,0.094,-0.551,-0.381,-0.529,0.034
Seq_5199,-0.081,-0.661,-0.648,-0.421,0.112
Seq_5200,0.211,-0.612,-0.392,-0.467,0.075
Seq_5201,0.275,-0.698,-0.311,-0.52,0.249
Seq_5202,0.197,-0.587,-0.206,-0.403,0.18
Seq_5203,0.37,-0.305,-0.251,-0.507,-0.046
Seq_5204,0.008,-0.435,-0.186,-0.289,0.156
Seq_5205,0.409,-0.566,-0.548,-0.564,0.192
Seq_5206,0.024,-0.221,-0.317,-0.416,0.057
Seq_5207,0.112,-0.769,-0.073,-0.684,0.132
Seq_5208,0.263,-0.738,-0.164,-0.63,0.097
Seq_5209,0.101,-0.926,-0.336,-0.46,0.165
Seq_5210,-1.758,-0.746,0.038,-0.108,-0.012
Seq_5211,0.366,-0.337,-0.224,-0.493,-0.048
Seq_5212,0.049,-0.708,-0.309,-0.327,0.337
Seq_5213,0.005,-0.225,-0.054,-0.313,0.156
Seq_5214,0.116,-0.213,-0.078,-0.399,-0.007
Seq_5215,0.325,-0.156,-0.201,-0.272,-0.074
Seq_5216,-0.131,-0.194,-0.229,-0.253,0.046
Seq_5217,0.072,-0.665,-0.333,-0.351,0.19
Seq_5218,-0.234,-0.413,-0.286,-0.122,-0.044
Seq_5219,-0.126,-0.517,-0.281,-0.462,0.087
Seq_5220,0.291,-0.382,-0.068,-0.409,-0.055
Seq_5221,0.107,-0.333,-0.391,-0.451,0.109
Seq_5222,0.102,-0.624,-0.077,-0.535,0.134
Seq_5223,0.073,-0.203,-0.333,-0.286,0.011
Seq_5224,0.109,-0.493,-0.185,-0.328,0.058
Seq_5225,0.125,-0.489,-0.198,-0.309,0.069
Seq_5226,-0.084,-0.601,-0.279,-0.276,0.127
Seq_5227,0.169,-0.435,-0.254,-0.406,0.082
Seq_5228,0.001,-0.768,-0.403,-0.482,0.154
Seq_5229,0.295,-0.441,-0.295,-0.345,0.037
Seq_5230,0.078,-0.395,-0.082,-0.37,0.082
Seq_5231,-0.122,-0.56,-0.279,-0.286,0.19
Seq_5232,-0.054,-0.42,-0.313,-0.379,0.246
Seq_5233,0.411,-0.468,-0.388,-0.482,0.013
Seq_5234,0.041,-0.471,-0.282,-0.504,0.199
Seq_5235,0.013,-0.48,-0.088,-0.358,0.052
Seq_5236,0.24,-0.201,0.08,-0.391,-0.005
Seq_5237,0.02,-0.344,-0.236,-0.431,0.16
Seq_5238,0.015,-0.413,-0.487,-0.465,0.16
Seq_5239,0.423,-0.763,-0.005,-0.456,0.085
Seq_5240,0.532,-0.667,-0.014,-0.439,0.031
Seq_5241,0.325,-0.591,-0.124,-0.622,-0.069
Seq_5242,0.379,-0.481,-0.545,-0.383,0.218
Seq_5243,0.4,-0.393,-0.489,-0.277,0.272
Seq_5244,0.163,-0.16,-0.258,-0.48,0.027
Seq_5245,0.072,-0.253,-0.205,-0.434,0.008
Seq_5246,0.037,-0.219,-0.323,-0.213,0.05
Seq_5247,0.542,-0.113,-0.099,-0.222,-0.113
Seq_5248,0.16,-0.452,-0.669,-0.423,0.194
Seq_5249,0.556,-0.187,-0.101,-0.525,-0.016
Seq_5250,0.257,-0.414,-0.078,-0.603,0.088
Seq_5251,0.288,-0.386,-0.335,-0.343,0.098
Seq_5252,0.029,-0.366,-0.301,-0.386,0.078
Seq_5253,-0.101,-0.638,-0.047,-0.399,0.182
Seq_5254,0.165,-0.659,0.097,-0.48,-0.051
Seq_5255,0.608,-0.657,-0.023,-0.089,0.157
Seq_5256,0.478,-0.759,-0.024,-0.489,0.034
Seq_5257,0.404,-0.424,-0.224,-0.387,0.132
Seq_5258,-0.038,-0.256,-0.26,-0.373,0.167
Seq_5259,-0.014,-0.661,-0.139,-0.417,0.072
Seq_5260,0.217,-0.482,-0.055,-0.371,0.333
Seq_5261,-0.128,-0.679,-0.505,-0.544,0.169
Seq_5262,-0.037,-0.453,-0.238,-0.335,0.227
Seq_5263,0.211,-0.48,0.11,-0.481,-0.025
Seq_5264,0.293,-0.437,-0.121,-0.33,0.226
Seq_5265,0.477,-0.345,-0.159,-0.45,0.071
Seq_5266,-0.16,-0.604,-0.439,-0.588,0.14
Seq_5267,-0.021,-0.483,-0.295,-0.378,0.017
Seq_5268,0.345,-0.3,-0.484,-0.582,0.193
Seq_5269,0.03,-0.504,-0.665,-0.532,0.11
Seq_5270,0.129,-0.25,-0.423,-0.459,-0.024
Seq_5271,0.035,-0.755,-0.48,-0.578,0.136
Seq_5272,0.058,-0.324,-0.17,-0.329,0.176
Seq_5273,0.257,-0.391,-0.071,-0.247,0.049
Seq_5274,0.264,-0.523,-0.429,-0.459,0.187
Seq_5275,0.023,-0.21,-0.223,-0.218,0.011
Seq_5276,0.498,-0.468,-0.112,-0.368,0.117
Seq_5277,0.069,-0.619,-0.276,-0.485,0.215
Seq_5278,0.433,-0.344,0.026,-0.43,-0.11
Seq_5279,0.554,-0.322,-0.056,-0.163,0.007
Seq_5280,0.347,-0.711,-0.353,-0.398,-0.057
Seq_5281,-0.147,-0.211,-0.454,-0.408,0.051
Seq_5282,-0.254,-0.386,-0.284,-0.281,0.073
Seq_5283,0.229,-0.974,-0.136,-0.49,0.173
Seq_5284,-0.171,-0.678,-0.207,-0.316,0.189
Seq_5285,-0.18,-0.675,-0.209,-0.316,0.187
Seq_5286,0.149,-0.531,-0.147,-0.324,0.129
Seq_5287,-0.013,-0.89,-0.453,-0.502,0.244
Seq_5288,0.202,-0.587,-0.276,-0.278,0.305
Seq_5289,-0.039,-0.799,-0.146,-0.315,0.273
Seq_5290,-1.045,-1.435,-0.242,-0.329,0.024
Seq_5291,0.152,-0.553,-0.484,-0.372,0.181
Seq_5292,0.688,-1.209,0.3,-0.354,0.35
Seq_5293,-0.12,-0.92,-0.269,-0.369,0.242
Seq_5294,0.458,-0.641,-0.419,-0.503,0.214
Seq_5295,0.122,-0.451,-0.314,-0.432,0.195
Seq_5296,0.311,-0.487,-0.262,-0.435,0.121
Seq_5297,-0.082,-0.36,-0.303,-0.325,0.062
Seq_5298,-0.03,-0.632,-0.436,-0.521,0.158
Seq_5299,0.498,-0.399,-0.201,-0.406,0.243
Seq_5300,-1.023,-0.646,-0.306,-0.132,0.048
Seq_5301,-0.295,-0.701,-0.406,-0.554,0.095
Seq_5302,-0.132,-0.529,-0.297,-0.551,-0.086
Seq_5303,0.146,-0.656,-0.284,-0.418,0.127
Seq_5304,0.712,-0.274,-0.307,-0.517,0.21
Seq_5305,0.169,-1.083,-0.21,-0.462,0.235
Seq_5306,-0.091,-0.414,-0.189,-0.137,0.081
Seq_5307,0.352,-0.84,-0.458,-0.575,0.197
Seq_5308,-0.038,-0.402,-0.134,-0.391,-0.09
Seq_5309,0.135,-0.443,-0.225,-0.334,0.072
Seq_5310,-0.16,-0.421,-0.503,-0.309,0.119
Seq_5311,-0.067,-0.808,-0.318,-0.402,0.228
Seq_5312,0.15,-0.132,-0.371,-0.515,0.045
Seq_5313,0.227,-0.532,-0.329,-0.502,0.051
Seq_5314,-0.001,-0.495,-0.36,-0.29,0.125
Seq_5315,0.09,-0.36,-0.341,-0.352,0.151
Seq_5316,0.717,-0.131,-0.013,-0.665,-0.234
Seq_5317,0.077,-0.408,-0.319,-0.351,0.015
Seq_5318,-0.053,-0.618,-0.373,-0.383,0.283
Seq_5319,-0.158,-0.779,-0.162,-0.453,0.17
Seq_5320,0.254,-0.404,-0.212,-0.363,0.174
Seq_5321,-0.057,-0.733,-0.298,-0.477,0.187
Seq_5322,-0.243,-0.628,-0.298,-0.342,0.14
Seq_5323,0.267,-0.58,-0.545,-0.585,0.227
Seq_5324,0.116,-0.401,-0.238,-0.487,0.168
Seq_5325,-0.207,-0.322,-0.458,-0.132,0.009
Seq_5326,0.268,-1.026,-0.083,-0.728,0.196
Seq_5327,0.034,-0.668,-0.205,-0.248,0.183
Seq_5328,0.048,-0.744,-0.333,-0.498,0.207
Seq_5329,0.056,-0.751,-0.144,-0.477,0.144
Seq_5330,0.047,-0.465,-0.342,-0.317,0.216
Seq_5331,0.226,-0.598,-0.217,-0.307,0.237
Seq_5332,-0.09,-0.555,-0.211,-0.257,0.333
Seq_5333,0.497,-0.526,-0.125,-0.339,0.14
Seq_5334,-0.153,-0.819,-0.488,-0.479,0.261
Seq_5335,-0.111,-0.684,-0.212,-0.707,0.324
Seq_5336,0.141,-0.614,-0.247,-0.371,0.161
Seq_5337,-0.058,-0.272,-0.409,-0.317,0.125
Seq_5338,0.191,-0.457,-0.225,-0.418,0.188
Seq_5339,0.203,-0.465,-0.468,-0.484,0.009
Seq_5340,0.738,-0.227,-0.161,-0.329,0.028
Seq_5341,0.219,-0.84,-0.188,-0.487,0.17
Seq_5342,0.008,-0.521,-0.302,-0.365,0.255
Seq_5343,-0.055,-0.116,-0.312,-0.4,-0.011
Seq_5344,-0.903,-0.896,-0.488,-0.327,0.214
Seq_5345,0.224,-0.765,-0.274,-0.43,0.243
Seq_5346,0.061,-0.849,-0.409,-0.607,0.195
Seq_5347,0.045,-0.504,-0.298,-0.396,0.123
Seq_5348,0.107,-0.545,-0.306,-0.425,0.058
Seq_5349,0.284,-0.347,-0.224,-0.378,0.105
Seq_5350,0.517,-0.378,-0.076,-0.845,0.025
Seq_5351,-0.053,-0.805,-0.198,-0.489,0.203
Seq_5352,0.187,-0.173,-0.369,-0.32,-0.021
Seq_5353,0.022,-0.589,-0.269,-0.301,0.234
Seq_5354,0.245,-1.081,-0.321,-0.57,0.104
Seq_5355,0.022,-0.724,-0.297,-0.429,0.247
Seq_5356,0.105,-0.788,-0.278,-0.589,0.219
Seq_5357,-0.111,-0.441,-0.234,-0.392,0.088
Seq_5358,0.133,-0.441,-0.398,-0.319,0.221
Seq_5359,0.397,-0.285,-0.176,-0.628,0.022
Seq_5360,0.073,-0.273,-0.028,-0.43,0.026
Seq_5361,0.456,-0.257,0.41,-0.473,-0.026
Seq_5362,-0.622,-0.932,-0.361,-0.348,0.175
Seq_5363,-0.027,-0.093,-0.134,-0.287,0.123
Seq_5364,0.02,-0.254,-0.12,-0.349,0.134
Seq_5365,0.03,-0.459,-0.09,-0.36,0.156
Seq_5366,-0.026,-0.251,-0.197,-0.415,0.063
Seq_5367,0.075,-1.0,-0.123,-0.702,0.227
Seq_5368,0.07,-0.683,-0.265,-0.418,0.145
Seq_5369,0.075,0.042,-0.404,-0.298,-0.043
Seq_5370,0.258,-0.353,-0.543,-0.466,0.054
Seq_5371,0.154,-0.825,-0.208,-0.596,0.057
Seq_5372,0.316,-0.143,-0.194,-0.415,0.057
Seq_5373,0.303,-0.243,-0.397,-0.471,0.108
Seq_5374,-0.804,-0.276,-0.476,-0.188,-0.047
Seq_5375,0.268,-0.438,-0.512,-0.515,0.133
Seq_5376,-0.086,-0.512,-0.321,-0.264,0.319
Seq_5377,-0.072,-0.652,-0.262,-0.273,0.285
Seq_5378,0.117,-0.747,-0.385,-0.426,0.208
Seq_5379,-0.018,-0.501,-0.05,-0.345,0.087
Seq_5380,0.218,-0.474,-0.374,-0.549,0.197
Seq_5381,0.216,-0.974,-0.366,-0.507,0.113
Seq_5382,0.174,-0.711,-0.331,-0.566,0.134
Seq_5383,-0.019,-0.75,-0.259,-0.513,0.267
Seq_5384,0.488,-0.131,-0.161,-0.007,-0.068
Seq_5385,0.192,-0.376,-0.326,-0.535,0.028
Seq_5386,0.349,-0.506,-0.527,-0.573,0.146
Seq_5387,-0.131,-0.297,-0.663,-0.648,0.178
Seq_5388,-0.292,-0.216,-0.72,-0.688,0.165
Seq_5389,0.149,-0.336,-0.077,-0.389,0.038
Seq_5390,0.09,-0.723,-0.009,-0.34,0.1
Seq_5391,0.117,-0.323,-0.402,-0.495,0.124
Seq_5392,0.038,-1.062,-0.12,-0.418,-0.005
Seq_5393,-0.139,-0.587,-0.293,-0.356,0.205
Seq_5394,0.379,-0.51,-0.45,-0.517,0.087
Seq_5395,0.25,-0.713,-0.158,-0.444,0.149
Seq_5396,0.714,-0.175,-0.335,-0.343,0.123
Seq_5397,-0.008,-0.6,-0.3,-0.339,0.272
Seq_5398,0.221,-0.698,-0.267,-0.547,0.024
Seq_5399,0.026,-0.21,-0.219,-0.288,0.145
Seq_5400,0.235,-0.093,-0.167,-0.441,0.112
Seq_5401,0.333,-0.603,-0.17,-0.416,0.14
Seq_5402,0.536,-0.384,-0.181,-0.63,0.106
Seq_5403,0.117,-0.271,-0.359,-0.42,0.061
Seq_5404,0.229,-0.598,-0.333,-0.422,0.158
Seq_5405,-0.027,-0.453,-0.399,-0.296,0.132
Seq_5406,0.065,-1.008,-0.357,-0.329,0.403
Seq_5407,0.059,-0.614,-0.475,-0.406,0.19
Seq_5408,0.295,-0.368,-0.362,-0.331,0.224
Seq_5409,0.724,0.073,-0.265,-0.504,0.078
Seq_5410,-0.69,-0.588,-0.097,-0.317,-0.037
Seq_5411,0.22,-0.276,-0.157,-0.284,0.071
Seq_5412,0.236,-0.413,-0.325,-0.524,0.067
Seq_5413,0.308,-0.61,-0.025,-0.279,-0.098
Seq_5414,0.071,-0.688,-0.267,-0.319,0.21
Seq_5415,0.094,-0.677,-0.314,-0.461,0.126
Seq_5416,0.015,-0.549,-0.229,-0.244,0.161
Seq_5417,0.272,-0.134,-0.24,-0.414,0.078
Seq_5418,0.065,-0.564,-0.287,-0.423,0.115
Seq_5419,0.422,-1.056,-0.165,-0.727,0.138
Seq_5420,0.01,-0.429,-0.166,-0.348,0.019
Seq_5421,0.142,-0.424,-0.369,-0.421,0.096
Seq_5422,0.557,-0.162,-0.843,-0.608,0.114
Seq_5423,0.002,-0.47,-0.449,-0.614,0.102
Seq_5424,0.064,-0.413,-0.429,-0.568,0.138
Seq_5425,-0.155,-0.555,-0.53,-0.526,0.095
Seq_5426,0.238,-0.365,-0.465,-0.353,0.008
Seq_5427,0.202,-0.351,-0.477,-0.353,0.012
Seq_5428,0.163,-0.455,-0.395,-0.501,0.015
Seq_5429,0.226,-0.668,0.04,-0.251,0.012
Seq_5430,0.106,-0.94,-0.31,-0.565,0.051
Seq_5431,0.203,-0.762,-0.227,-0.513,0.209
Seq_5432,0.373,-0.373,-0.214,-0.531,0.049
Seq_5433,-0.229,-0.243,-0.032,-0.273,-0.052
Seq_5434,0.452,-0.537,-0.104,-0.433,0.15
Seq_5435,0.06,-0.367,-0.268,-0.363,0.184
Seq_5436,-0.014,-0.501,-0.364,-0.437,0.125
Seq_5437,0.248,-0.293,-0.137,-0.264,0.119
Seq_5438,0.274,-0.564,-0.285,-0.485,0.062
Seq_5439,0.051,-0.663,-0.289,-0.414,0.144
Seq_5440,0.018,-0.265,-0.259,-0.415,0.048
Seq_5441,0.066,-0.301,-0.222,-0.417,0.194
Seq_5442,0.132,-0.837,-0.323,-0.372,0.256
Seq_5443,0.03,-0.494,-0.416,-0.507,0.033
Seq_5444,0.601,-0.397,-0.202,-0.345,0.226
Seq_5445,0.009,-0.303,-0.102,-0.351,0.089
Seq_5446,0.143,-0.943,-0.396,-0.508,0.237
Seq_5447,0.211,-0.495,-0.226,-0.352,0.146
Seq_5448,-0.038,-0.777,-0.521,-0.397,0.27
Seq_5449,0.269,-0.761,0.028,-0.517,0.065
Seq_5450,0.068,-0.415,-0.121,-0.524,-0.058
Seq_5451,0.748,-0.245,-0.263,-0.547,0.122
Seq_5452,0.545,0.17,-0.179,-0.53,-0.169
Seq_5453,0.456,-0.142,-0.155,-0.523,-0.033
Seq_5454,0.199,-0.527,-0.423,-0.503,0.124
Seq_5455,0.199,-0.625,-0.423,-0.652,0.012
Seq_5456,0.21,-0.333,-0.134,-0.462,0.03
Seq_5457,0.094,-0.311,-0.315,-0.527,0.017
Seq_5458,0.293,-0.613,-0.328,-0.579,0.115
Seq_5459,0.508,-0.332,-0.393,-0.455,0.16
Seq_5460,0.064,-0.794,-0.339,-0.527,0.263
Seq_5461,0.079,-0.783,-0.309,-0.478,0.22
Seq_5462,0.004,-0.268,-0.308,-0.344,0.196
Seq_5463,0.232,-0.846,-0.116,-0.255,0.19
Seq_5464,0.002,-0.467,-0.384,-0.471,0.137
Seq_5465,0.009,-0.481,-0.136,-0.318,0.161
Seq_5466,0.415,-0.714,0.108,-0.472,0.063
Seq_5467,0.093,-0.692,-0.343,-0.584,0.185
Seq_5468,-0.026,-0.643,-0.19,-0.374,0.085
Seq_5469,0.456,-0.445,-0.251,-0.511,0.058
Seq_5470,0.116,-0.475,-0.478,-0.46,0.11
Seq_5471,0.117,-0.75,-0.378,-0.554,0.189
Seq_5472,0.648,-0.235,-0.206,-0.634,0.12
Seq_5473,0.205,-0.313,-0.241,-0.622,0.046
Seq_5474,0.134,-0.397,-0.468,-0.476,0.237
Seq_5475,0.37,-0.11,-0.291,-0.413,-0.089
Seq_5476,0.452,-0.54,-0.182,-0.534,0.018
Seq_5477,0.462,-0.793,-0.271,-0.745,0.191
Seq_5478,0.171,-0.689,-0.344,-0.455,0.219
Seq_5479,0.277,-0.478,-0.173,-0.485,0.112
Seq_5480,0.119,0.052,-0.306,-0.428,-0.032
Seq_5481,0.117,-0.902,-0.223,-0.569,0.247
Seq_5482,0.166,-0.501,-0.145,-0.649,-0.012
Seq_5483,0.287,-0.561,-0.264,-0.603,0.015
Seq_5484,0.603,-0.382,-0.358,-0.615,-0.009
Seq_5485,0.389,-0.606,-0.276,-0.478,0.006
Seq_5486,0.307,-0.609,-0.305,-0.523,-0.006
Seq_5487,0.127,-0.719,-0.252,-0.392,0.199
Seq_5488,-0.028,-0.618,-0.413,-0.426,0.038
Seq_5489,0.066,-0.267,-0.145,-0.316,0.106
Seq_5490,0.26,-0.491,-0.198,-0.498,0.172
Seq_5491,0.081,-0.395,-0.195,-0.449,0.078
Seq_5492,0.011,-0.556,-0.182,-0.356,0.088
Seq_5493,0.268,-0.425,-0.173,-0.579,0.065
Seq_5494,0.413,-0.453,-0.197,-0.48,0.186
Seq_5495,-0.015,-0.663,-0.285,-0.314,0.25
Seq_5496,0.641,-0.347,-0.365,-0.551,0.17
Seq_5497,0.283,-0.611,-0.398,-0.587,0.115
Seq_5498,-0.107,-0.378,-0.36,-0.46,0.04
Seq_5499,0.256,-0.425,-0.239,-0.558,0.051
Seq_5500,0.267,-0.218,-0.125,-0.189,0.074
Seq_5501,0.377,-0.194,0.019,-0.353,-0.007
Seq_5502,0.044,-0.736,-0.387,-0.419,0.103
Seq_5503,0.218,-0.568,-0.393,-0.638,0.177
Seq_5504,0.228,-0.2,-0.203,-0.461,-0.093
Seq_5505,0.222,-0.781,0.034,-0.57,0.004
Seq_5506,0.104,-0.311,-0.394,-0.587,0.03
Seq_5507,0.051,-0.474,-0.442,-0.481,0.172
Seq_5508,0.16,-0.098,-0.238,-0.297,-0.02
Seq_5509,0.149,-0.417,-0.156,-0.324,0.094
Seq_5510,0.376,-0.439,-0.416,-0.484,0.181
Seq_5511,0.09,-0.456,-0.417,-0.455,-0.026
Seq_5512,0.065,-0.481,-0.338,-0.448,-0.0
Seq_5513,0.036,-0.737,0.081,-0.594,0.095
Seq_5514,0.379,-0.916,-0.109,-0.436,0.202
Seq_5515,0.012,-0.366,-0.294,-0.441,0.076
Seq_5516,0.557,-1.004,-0.107,-0.634,0.037
Seq_5517,0.155,-0.199,-0.192,-0.376,0.037
Seq_5518,-0.095,-0.437,-0.401,-0.432,0.028
Seq_5519,-0.081,-0.442,-0.404,-0.44,0.023
Seq_5520,0.309,-0.582,-0.19,-0.595,0.052
Seq_5521,0.167,-0.513,-0.265,-0.522,0.112
Seq_5522,0.136,-0.962,-0.065,-0.542,0.157
Seq_5523,0.105,-0.826,-0.273,-0.517,0.194
Seq_5524,-0.161,-0.171,-0.03,-0.371,-0.035
Seq_5525,0.148,-0.6,-0.196,-0.499,0.066
Seq_5526,0.264,-0.499,-0.359,-0.489,0.092
Seq_5527,0.136,-0.762,-0.267,-0.421,0.115
Seq_5528,-0.092,-0.344,-0.646,-0.351,0.221
Seq_5529,0.457,-0.488,-0.237,-0.257,0.152
Seq_5530,-0.097,-0.539,-0.338,-0.286,0.193
Seq_5531,0.21,-0.458,-0.235,-0.53,0.172
Seq_5532,0.091,-0.224,-0.208,-0.372,0.075
Seq_5533,0.223,-0.305,-0.293,-0.429,0.05
Seq_5534,0.109,-0.268,-0.203,-0.329,-0.018
Seq_5535,0.096,-0.638,-0.406,-0.566,0.2
Seq_5536,0.149,-0.625,-0.399,-0.598,0.166
Seq_5537,0.116,-0.555,-0.296,-0.601,0.167
Seq_5538,0.271,-0.516,-0.412,-0.569,0.145
Seq_5539,-0.074,-0.382,-0.11,-0.377,0.029
Seq_5540,-0.396,-0.407,-0.4,-0.769,0.068
Seq_5541,-0.059,-0.359,-0.25,-0.296,0.065
Seq_5542,-0.083,-0.384,-0.259,-0.31,0.22
Seq_5543,0.054,-0.534,-0.335,-0.378,0.244
Seq_5544,0.101,-0.585,-0.185,-0.377,0.085
Seq_5545,0.168,-0.731,-0.214,-0.447,-0.019
Seq_5546,-0.111,-0.33,-0.305,-0.445,0.144
Seq_5547,-0.105,-0.681,-0.45,-0.38,0.263
Seq_5548,0.327,-0.585,0.007,-0.61,-0.023
Seq_5549,0.486,-0.629,-0.342,-0.459,0.173
Seq_5550,0.302,-0.37,-0.084,-0.264,-0.074
Seq_5551,0.363,-0.78,-0.19,-0.466,0.132
Seq_5552,0.371,-0.75,-0.191,-0.449,0.124
Seq_5553,0.094,-0.802,-0.22,-0.518,0.097
Seq_5554,0.236,-0.611,-0.261,-0.437,0.202
Seq_5555,0.164,-0.935,-0.098,-0.574,0.133
Seq_5556,0.223,-0.565,-0.343,-0.396,0.089
Seq_5557,0.287,-0.605,-0.327,-0.641,0.085
Seq_5558,-0.016,-0.752,-0.355,-0.474,0.195
Seq_5559,-0.967,-0.349,-0.047,0.004,0.084
Seq_5560,0.154,-0.13,-0.307,-0.47,-0.076
Seq_5561,0.286,-0.41,-0.414,-0.511,0.172
Seq_5562,1.415,-0.493,0.416,-1.132,0.274
Seq_5563,1.404,-0.497,0.406,-1.129,0.272
Seq_5564,0.359,-0.824,-0.09,-0.265,0.197
Seq_5565,-0.879,-0.863,-0.281,-0.262,0.123
Seq_5566,-0.038,-0.697,-0.374,-0.47,0.169
Seq_5567,-0.027,-0.417,-0.212,-0.399,0.054
Seq_5568,0.125,-0.682,-0.234,-0.425,0.178
Seq_5569,0.116,-1.027,-0.222,-0.761,0.258
Seq_5570,0.087,-0.227,-0.234,-0.365,0.031
Seq_5571,0.138,-0.213,-0.274,-0.344,0.013
Seq_5572,-0.251,-0.522,-0.296,-0.261,0.248
Seq_5573,-0.262,-0.544,-0.307,-0.289,0.244
Seq_5574,0.048,-0.484,-0.309,-0.45,0.099
Seq_5575,0.049,-0.782,-0.378,-0.536,0.143
Seq_5576,0.131,-0.501,-0.283,-0.606,0.075
Seq_5577,0.213,-0.125,-0.29,-0.469,-0.065
Seq_5578,0.049,-0.553,-0.374,-0.342,0.05
Seq_5579,0.048,-0.553,-0.374,-0.345,0.049
Seq_5580,0.048,-0.548,-0.373,-0.338,0.046
Seq_5581,0.052,-0.556,-0.371,-0.34,0.045
Seq_5582,0.059,-0.559,-0.373,-0.342,0.047
Seq_5583,0.032,-0.577,-0.355,-0.33,0.055
Seq_5584,0.03,-0.572,-0.358,-0.33,0.052
Seq_5585,0.029,-0.58,-0.361,-0.324,0.054
Seq_5586,-0.061,-0.237,-0.492,-0.312,0.092
Seq_5587,-0.094,-0.214,-0.321,-0.488,-0.003
Seq_5588,0.163,-0.558,0.341,-0.377,-0.103
Seq_5589,-0.108,-0.189,-0.459,-0.249,0.125
Seq_5590,0.22,-0.19,-0.651,-0.391,0.042
Seq_5591,0.152,-0.307,-0.206,-0.313,0.134
Seq_5592,0.1,-0.301,-0.341,-0.506,0.114
Seq_5593,-1.099,-0.614,-0.336,-0.277,0.11
Seq_5594,0.197,-0.676,-0.029,-0.49,0.014
Seq_5595,-0.075,-0.425,-0.376,-0.5,0.098
Seq_5596,0.106,-0.041,0.268,0.19,-0.406
Seq_5597,0.284,-0.551,-0.052,-0.412,-0.085
Seq_5598,0.254,-0.553,0.034,-0.474,-0.101
Seq_5599,0.192,-0.606,-0.155,-0.426,-0.098
Seq_5600,0.238,-0.507,0.021,-0.476,-0.133
Seq_5601,0.176,-0.588,-0.092,-0.475,-0.063
Seq_5602,0.247,-0.566,-0.189,-0.44,-0.063
Seq_5603,0.341,-0.5,-0.051,-0.454,-0.107
Seq_5604,0.336,-0.501,-0.088,-0.448,-0.098
Seq_5605,0.22,-0.484,-0.049,-0.444,-0.083
Seq_5606,0.341,-0.423,-0.024,-0.427,-0.122
Seq_5607,0.339,-0.428,-0.031,-0.426,-0.12
