ID,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
Seq_4867,-0.012,-0.582,-0.515,-0.533,0.174
Seq_4868,0.001,-0.232,-0.196,-0.396,0.035
Seq_4869,0.176,-0.842,-0.122,-0.407,0.253
Seq_4870,0.176,-0.23,-0.182,-0.078,0.025
Seq_4871,0.54,-0.388,-0.03,-0.466,-0.072
Seq_4872,0.582,-1.19,-0.049,-1.008,0.137
Seq_4873,0.16,-0.651,-0.184,-0.394,0.07
Seq_4874,-0.264,-0.761,-0.272,-0.377,0.089
Seq_4875,0.245,-0.439,-0.136,-0.506,0.014
Seq_4876,1.247,0.379,-0.853,0.216,0.033
Seq_4877,0.201,-0.362,-0.251,-0.283,0.109
Seq_4878,0.432,-0.624,-0.57,-0.246,-0.009
Seq_4879,0.012,-0.582,-0.211,-0.249,0.231
Seq_4880,0.174,-0.572,-0.167,-0.51,0.079
Seq_4881,-0.065,-0.36,-0.337,-0.418,0.116
Seq_4882,0.236,-0.638,-0.488,-0.553,0.103
Seq_4883,0.018,-0.641,-0.266,-0.347,0.068
Seq_4884,0.762,-0.106,-0.034,-0.129,0.117
Seq_4885,0.16,-0.165,-0.374,-0.416,0.108
Seq_4886,0.378,-0.605,-0.263,-0.367,0.106
Seq_4887,-0.289,-0.768,-0.13,-0.372,0.125
Seq_4888,-0.038,-0.636,-0.307,-0.511,0.148
Seq_4889,0.162,-0.674,-0.293,-0.593,0.075
Seq_4890,-0.042,-0.273,-0.216,-0.328,0.137
Seq_4891,0.285,-0.757,-0.163,-0.474,0.161
Seq_4892,0.139,-0.518,-0.307,-0.355,0.246
Seq_4893,-0.266,-0.563,-0.185,-0.541,0.017
Seq_4894,0.232,-0.761,-0.34,-0.35,0.293
Seq_4895,-0.034,-0.526,-0.425,-0.477,0.172
Seq_4896,0.561,-0.344,-0.08,-0.385,0.229
Seq_4897,0.088,-0.253,-0.074,-0.356,0.158
Seq_4898,0.186,-0.286,-0.214,-0.464,0.112
Seq_4899,1.085,-0.04,-0.291,-0.691,0.003
Seq_4900,0.019,-0.573,-0.319,-0.348,0.14
Seq_4901,0.436,-0.457,-0.048,-0.321,0.102
Seq_4902,0.398,-0.054,-0.131,-0.349,0.134
Seq_4903,0.225,-0.477,-0.135,-0.482,-0.032
Seq_4904,0.121,-0.164,-0.056,-0.36,-0.071
Seq_4905,0.259,-0.796,-0.357,-0.613,0.045
Seq_4906,0.145,-0.312,-0.052,-0.418,0.14
Seq_4907,0.31,-0.707,-0.145,-0.45,0.138
Seq_4908,0.505,-0.48,-0.625,-0.366,0.103
Seq_4909,0.27,-0.602,-0.145,-0.406,0.09
Seq_4910,0.171,-0.808,-0.247,-0.579,0.288
Seq_4911,0.19,-0.343,-0.209,-0.545,0.082
Seq_4912,0.161,-0.376,-0.232,-0.402,0.054
Seq_4913,0.084,-0.742,-0.152,-0.416,0.209
Seq_4914,0.082,-0.587,-0.3,-0.4,0.066
Seq_4915,0.429,-0.645,-0.245,-0.523,0.275
Seq_4916,0.234,-0.328,-0.169,-0.488,0.085
Seq_4917,0.046,-0.796,-0.368,-0.447,0.264
Seq_4918,-0.154,-0.805,-0.344,-0.48,0.198
Seq_4919,-0.042,-0.693,-0.148,-0.374,0.132
Seq_4920,0.209,-0.179,-0.716,-0.047,0.123
Seq_4921,0.509,-0.413,-0.603,-0.549,0.26
Seq_4922,0.227,-0.884,-0.106,-0.495,0.068
Seq_4923,0.043,-0.462,-0.572,-0.463,0.105
Seq_4924,0.271,-0.446,-0.285,-0.398,0.182
Seq_4925,0.077,-0.727,-0.389,-0.4,0.202
Seq_4926,0.218,-0.748,-0.338,-0.478,0.325
Seq_4927,0.052,-0.32,-0.283,-0.368,0.083
Seq_4928,0.508,-0.396,-0.607,-0.55,0.247
Seq_4929,-0.142,-0.335,-0.304,-0.386,0.074
Seq_4930,0.171,-0.487,-0.129,-0.5,0.16
Seq_4931,0.112,-0.783,-0.309,-0.43,0.276
Seq_4932,0.131,-0.361,-0.632,-0.473,0.189
Seq_4933,-0.054,-1.011,-0.357,-0.541,0.231
Seq_4934,-0.22,-0.522,-0.051,-0.439,0.001
Seq_4935,0.002,-1.022,-0.296,-0.462,0.21
Seq_4936,0.336,-0.641,-0.342,-0.604,0.164
Seq_4937,0.204,-0.449,-0.169,-0.347,0.188
Seq_4938,0.162,-0.794,-0.165,-0.413,0.27
Seq_4939,-0.129,-0.581,-0.188,-0.456,0.013
Seq_4940,0.13,-0.727,-0.411,-0.497,0.036
Seq_4941,0.081,-0.523,-0.155,-0.421,0.13
Seq_4942,0.101,-0.552,-0.464,-0.491,0.095
Seq_4943,-0.205,-0.754,-0.13,-0.473,0.211
Seq_4944,0.058,-0.457,-0.518,-0.469,0.031
Seq_4945,0.059,-0.252,-0.317,-0.415,-0.017
Seq_4946,0.015,-0.718,-0.33,-0.604,0.216
Seq_4947,0.002,-0.87,-0.344,-0.434,0.251
Seq_4948,0.282,-0.528,-0.393,-0.43,0.189
Seq_4949,0.245,-0.11,-0.209,-0.35,0.13
Seq_4950,0.049,-0.283,-0.274,-0.354,0.159
Seq_4951,0.588,-0.611,0.309,-0.327,-0.12
Seq_4952,0.337,-0.168,-0.201,-0.277,-0.057
Seq_4953,-0.185,-0.73,-0.077,-0.359,0.218
Seq_4954,0.151,-0.778,-0.587,-0.338,0.218
Seq_4955,0.109,-0.81,-0.236,-0.562,0.142
Seq_4956,0.141,-0.346,-0.07,-0.22,0.05
Seq_4957,-0.613,-0.465,-0.233,-0.385,0.117
Seq_4958,0.326,-0.513,-0.642,-0.389,0.168
Seq_4959,0.478,-0.331,-0.2,-0.256,0.121
Seq_4960,0.442,-0.546,-0.09,-0.141,0.15
Seq_4961,0.082,-0.44,-0.308,-0.257,0.202
Seq_4962,0.368,-0.649,-0.574,-0.544,0.091
Seq_4963,0.501,-0.664,-0.168,-0.61,0.095
Seq_4964,0.203,-0.56,-0.25,-0.367,0.128
Seq_4965,0.005,-0.156,-0.226,-0.434,0.053
Seq_4966,0.282,-0.679,-0.21,-0.441,0.038
Seq_4967,-0.131,-0.271,-0.24,-0.178,0.169
Seq_4968,-0.995,-0.742,-0.264,-0.349,0.172
Seq_4969,0.285,-0.554,-0.278,-0.566,0.21
Seq_4970,0.196,-0.751,-0.17,-0.336,0.193
Seq_4971,0.211,-0.488,-0.09,-0.35,0.048
Seq_4972,0.176,-0.356,-0.315,-0.531,0.096
Seq_4973,-0.016,-0.328,-0.317,-0.542,-0.019
Seq_4974,0.032,-0.912,0.075,-0.593,0.086
Seq_4975,0.231,-0.718,-0.233,-0.41,0.078
Seq_4976,0.666,-0.259,-0.233,-0.164,-0.098
Seq_4977,0.146,-0.53,-0.326,-0.37,0.181
Seq_4978,1.11,-0.165,-0.383,-0.707,0.289
Seq_4979,0.122,-0.711,-0.264,-0.426,0.147
Seq_4980,-0.063,-0.535,-0.447,-0.474,0.196
Seq_4981,0.245,-1.138,-0.099,-0.624,0.172
Seq_4982,0.121,-0.6,-0.213,-0.226,0.276
Seq_4983,0.219,-0.887,-0.351,-0.558,0.275
Seq_4984,0.034,-0.218,-0.112,-0.27,0.056
Seq_4985,0.201,-0.588,-0.381,-0.395,0.246
Seq_4986,-0.127,-0.392,-0.189,-0.334,0.121
Seq_4987,0.57,0.004,-0.452,-0.117,-0.081
Seq_4988,0.03,-0.362,-0.318,-0.406,0.207
Seq_4989,0.273,-0.058,-0.488,-0.387,0.087
Seq_4990,-0.06,-0.4,-0.208,-0.307,0.102
Seq_4991,0.131,-0.614,-0.094,-0.286,0.167
Seq_4992,0.052,-0.536,-0.253,-0.405,0.091
Seq_4993,0.14,-0.297,-0.165,-0.452,0.099
Seq_4994,0.366,-0.342,-0.068,-0.549,0.044
Seq_4995,0.177,-0.897,-0.32,-0.613,0.204
Seq_4996,0.044,-0.556,-0.106,-0.495,0.106
Seq_4997,1.277,-0.349,0.296,-0.979,0.26
Seq_4998,0.096,-0.706,-0.236,-0.454,0.179
Seq_4999,-0.104,-0.436,-0.175,-0.327,0.118
Seq_5000,0.346,-0.581,-0.409,-0.677,0.197
Seq_5001,0.152,-0.208,-0.452,-0.321,0.075
Seq_5002,0.207,-0.792,-0.25,-0.492,0.202
Seq_5003,0.056,-0.166,-0.117,-0.308,0.028
Seq_5004,0.267,-0.242,-0.493,-0.095,0.133
Seq_5005,0.05,-0.512,-0.247,-0.485,0.101
Seq_5006,0.118,-0.434,-0.27,-0.579,0.115
Seq_5007,0.611,-0.471,-0.902,-0.23,0.113
Seq_5008,0.547,-0.191,-0.444,-0.283,0.18
Seq_5009,-0.015,-0.587,-0.318,-0.37,0.156
Seq_5010,0.45,-0.349,-0.163,-0.625,0.056
Seq_5011,0.174,-0.76,-0.371,-0.483,0.25
Seq_5012,-0.027,-0.423,-0.249,-0.442,0.116
Seq_5013,0.089,-0.338,-0.341,-0.498,0.134
Seq_5014,0.293,-0.452,-0.284,-0.404,0.169
Seq_5015,0.216,-0.761,-0.194,-0.456,0.254
Seq_5016,0.27,-0.664,-0.318,-0.603,0.201
Seq_5017,0.191,-0.172,-0.441,-0.639,0.066
Seq_5018,-0.465,-0.472,-0.399,-0.385,0.076
Seq_5019,0.132,-0.338,-0.227,-0.356,0.155
Seq_5020,0.103,-0.554,0.114,-0.498,-0.046
Seq_5021,-0.01,-0.753,-0.426,-0.419,0.156
Seq_5022,0.597,-0.455,-0.208,-0.808,0.048
Seq_5023,-0.028,-0.29,-0.221,-0.278,0.178
Seq_5024,0.072,-0.568,-0.219,-0.421,0.1
Seq_5025,0.004,-0.61,-0.29,-0.397,0.145
Seq_5026,0.105,-0.781,-0.198,-0.77,0.273
Seq_5027,0.118,-0.775,-0.507,-0.513,0.177
Seq_5028,0.096,-0.525,-0.328,-0.418,0.208
Seq_5029,-0.367,-0.512,-0.308,-0.312,0.208
Seq_5030,0.179,-0.572,-0.248,-0.381,0.127
Seq_5031,0.249,-1.166,0.056,-0.549,0.155
Seq_5032,0.091,-0.404,-0.553,-0.465,0.214
Seq_5033,0.769,-0.46,0.183,-0.553,0.025
Seq_5034,0.088,-0.998,-0.355,-0.591,0.156
Seq_5035,0.074,-0.461,-0.191,-0.405,0.064
Seq_5036,0.062,-0.668,-0.272,-0.419,0.169
Seq_5037,0.064,-0.494,-0.34,-0.265,0.342
Seq_5038,-0.056,-0.501,-0.326,-0.439,0.181
Seq_5039,0.459,-0.691,-0.468,-0.269,0.145
Seq_5040,0.895,-0.689,-0.557,-0.571,0.024
Seq_5041,0.113,-0.608,-0.126,-0.439,0.213
Seq_5042,0.148,-0.786,-0.227,-0.439,0.108
Seq_5043,-0.179,-0.395,-0.253,-0.343,0.239
Seq_5044,0.152,-0.799,-0.326,-0.523,0.138
Seq_5045,0.19,-0.286,-0.244,-0.468,0.119
Seq_5046,0.351,-0.404,-0.442,-0.471,0.141
Seq_5047,0.053,-0.411,-0.322,-0.44,0.182
Seq_5048,0.164,-0.568,-0.165,-0.405,0.291
Seq_5049,0.101,-0.708,-0.275,-0.501,0.189
Seq_5050,0.102,-0.166,-0.333,-0.364,0.106
Seq_5051,0.23,-0.442,-0.099,-0.418,0.188
Seq_5052,0.082,-0.691,-0.397,-0.467,0.117
Seq_5053,-0.084,-0.449,-0.264,-0.428,0.084
Seq_5054,0.219,-0.51,-0.177,-0.393,0.184
Seq_5055,0.113,-0.526,-0.288,-0.424,0.057
Seq_5056,0.128,-0.377,-0.422,-0.393,-0.022
Seq_5057,-0.094,-0.577,-0.202,-0.379,0.211
Seq_5058,0.458,-0.433,-0.182,-0.441,0.181
Seq_5059,0.343,-0.086,-0.504,-0.305,0.132
Seq_5060,0.958,-0.263,-0.372,-0.404,0.079
Seq_5061,0.028,-0.669,-0.161,-0.358,0.067
Seq_5062,0.505,-0.4,-0.344,-0.472,0.131
Seq_5063,0.458,-0.329,0.042,-0.741,-0.08
Seq_5064,0.034,-0.8,-0.274,-0.486,0.17
Seq_5065,0.28,-0.413,-0.29,-0.473,0.098
Seq_5066,0.225,-0.62,-0.252,-0.462,0.141
Seq_5067,0.063,-0.744,-0.084,-0.269,0.151
Seq_5068,0.516,-0.149,-0.447,-0.281,0.13
Seq_5069,-0.11,-0.475,-0.428,-0.329,0.184
Seq_5070,0.231,-0.932,-0.149,-0.462,0.155
Seq_5071,0.318,-0.116,-0.171,-0.367,0.05
Seq_5072,0.015,-0.654,-0.244,-0.32,0.237
Seq_5073,0.112,-0.485,-0.45,-0.513,0.158
Seq_5074,0.186,-0.395,-0.077,-0.392,0.002
Seq_5075,0.059,-0.236,-0.282,-0.382,0.073
Seq_5076,-0.158,-0.342,-0.174,-0.497,0.054
Seq_5077,0.401,-0.594,-0.518,-0.479,0.192
Seq_5078,0.058,-0.273,-0.35,-0.307,0.126
Seq_5079,0.453,-0.534,-0.139,-0.591,0.219
Seq_5080,0.093,-0.441,-0.338,-0.375,0.168
Seq_5081,0.155,-0.536,0.1,-0.423,0.018
Seq_5082,0.075,-0.707,-0.219,-0.364,0.26
Seq_5083,0.255,-0.583,-0.426,-0.592,0.078
Seq_5084,0.073,-0.493,-0.222,-0.39,0.017
Seq_5085,0.588,-0.352,0.008,-0.806,0.24
Seq_5086,-0.602,-0.475,-0.246,-0.044,0.191
Seq_5087,0.159,-0.399,-0.057,-0.323,-0.081
Seq_5088,0.065,-0.61,-0.321,-0.304,0.068
Seq_5089,-0.031,-0.534,-0.261,-0.423,0.335
Seq_5090,-0.029,-0.584,-0.181,-0.213,0.169
Seq_5091,0.273,-0.443,-0.472,-0.474,0.124
Seq_5092,0.003,-0.533,-0.214,-0.361,0.028
Seq_5093,0.026,-0.612,-0.353,-0.454,0.114
Seq_5094,-0.16,-0.48,-0.293,-0.329,0.179
Seq_5095,0.092,-0.561,-0.259,-0.469,0.068
Seq_5096,0.068,-0.374,-0.285,-0.414,0.093
Seq_5097,-0.021,-0.204,-0.239,-0.322,0.006
Seq_5098,0.12,-0.246,-0.191,-0.313,0.143
Seq_5099,0.208,-0.698,-0.308,-0.484,0.165
Seq_5100,0.122,-0.918,-0.209,-0.618,0.206
Seq_5101,0.106,-0.217,-0.383,-0.519,-0.076
Seq_5102,0.403,-0.72,0.095,-0.518,0.135
Seq_5103,0.684,-0.958,-0.265,-0.591,0.348
Seq_5104,0.282,-0.504,-0.24,-0.531,0.074
Seq_5105,-0.099,-0.189,-0.388,-0.379,0.116
Seq_5106,0.283,-0.5,-0.237,-0.342,0.149
Seq_5107,0.073,-0.304,-0.211,-0.381,0.037
Seq_5108,0.083,-0.547,-0.073,-0.347,0.153
Seq_5109,0.366,-0.221,-0.55,-0.536,0.004
Seq_5110,-0.067,-0.507,-0.234,-0.314,0.086
Seq_5111,0.023,-0.522,-0.141,-0.529,0.055
Seq_5112,-0.571,-0.418,-0.222,-0.308,0.066
Seq_5113,0.145,-0.352,-0.326,-0.362,0.046
Seq_5114,-0.123,-0.198,-0.073,-0.22,0.136
Seq_5115,0.257,-0.63,-0.215,-0.509,0.189
Seq_5116,0.053,-0.794,-0.292,-0.439,0.291
Seq_5117,0.1,-0.883,-0.032,-0.523,-0.032
Seq_5118,0.181,-0.366,-0.222,-0.434,0.079
Seq_5119,0.051,-0.512,-0.186,-0.415,0.103
Seq_5120,0.087,-0.431,-0.169,-0.511,0.076
Seq_5121,0.234,-0.634,-0.083,-0.588,0.188
Seq_5122,0.344,-0.539,-0.319,-0.45,0.214
Seq_5123,0.337,-0.34,-0.282,-0.579,0.204
Seq_5124,0.158,-0.268,-0.503,-0.345,0.107
Seq_5125,-0.071,-0.425,-0.153,-0.438,0.119
Seq_5126,0.146,-0.44,-0.162,-0.35,0.003
Seq_5127,0.174,-0.71,-0.095,-0.525,0.016
Seq_5128,0.29,-0.785,-0.322,-0.453,0.269
Seq_5129,0.365,-0.743,-0.238,-0.474,0.066
Seq_5130,0.333,-0.269,-0.33,-0.443,0.158
Seq_5131,0.411,-0.76,-0.141,-0.565,0.099
Seq_5132,0.627,-0.982,-0.075,-0.448,0.15
Seq_5133,-0.013,-0.262,-0.356,-0.145,0.275
Seq_5134,0.076,-0.246,-0.042,-0.296,0.029
Seq_5135,0.448,-0.537,-0.448,-0.549,0.296
Seq_5136,0.277,-0.477,-0.122,-0.404,0.055
Seq_5137,0.07,-0.287,-0.318,-0.492,0.095
Seq_5138,-0.06,-0.504,-0.099,-0.171,0.205
Seq_5139,0.06,-0.695,-0.377,-0.363,0.181
Seq_5140,-0.05,-0.39,-0.185,-0.481,0.086
Seq_5141,0.11,-0.981,-0.107,-0.386,0.13
Seq_5142,0.068,-0.633,-0.204,-0.282,0.229
Seq_5143,0.348,-0.452,-0.325,-0.457,0.109
Seq_5144,-0.042,-0.912,-0.464,-0.479,0.105
Seq_5145,0.32,-0.659,-0.29,-0.508,0.33
Seq_5146,0.224,-0.742,-0.179,-0.335,0.158
Seq_5147,0.093,-0.631,-0.18,-0.37,0.184
Seq_5148,0.108,-0.391,-0.335,-0.513,-0.004
Seq_5149,-0.895,-1.064,-0.271,-0.256,0.274
Seq_5150,0.064,-0.442,-0.279,-0.512,-0.054
Seq_5151,0.203,-0.416,-0.349,-0.402,0.181
Seq_5152,0.887,-0.348,-0.223,-0.524,0.14
Seq_5153,0.258,-0.714,-0.071,-0.53,0.387
Seq_5154,0.195,-0.02,-0.096,-0.364,-0.1
Seq_5155,-0.003,-0.39,-0.105,-0.369,0.118
Seq_5156,0.034,-0.492,-0.36,-0.478,0.122
Seq_5157,0.186,-0.715,-0.316,-0.626,0.215
Seq_5158,0.412,-0.351,-0.123,-0.593,-0.02
Seq_5159,0.152,-0.58,-0.121,-0.317,0.254
Seq_5160,0.001,-0.94,-0.226,-0.597,0.157
Seq_5161,0.171,-0.428,-0.35,-0.588,0.065
Seq_5162,-0.126,-0.625,-0.217,-0.306,0.183
Seq_5163,-0.151,-0.406,-0.323,-0.353,0.309
Seq_5164,0.283,-0.459,-0.294,-0.277,0.107
Seq_5165,0.052,-0.382,-0.528,-0.492,0.105
Seq_5166,0.09,-0.357,-0.338,-0.373,0.084
Seq_5167,0.228,-0.399,-0.121,-0.368,0.077
Seq_5168,0.05,-0.528,-0.412,-0.391,0.178
Seq_5169,0.25,-0.481,-0.377,-0.44,-0.015
Seq_5170,-0.045,-0.487,-0.247,-0.333,0.286
Seq_5171,0.16,-0.409,-0.119,-0.384,0.162
Seq_5172,0.056,-0.831,-0.448,-0.553,0.293
Seq_5173,0.246,-0.714,-0.321,-0.326,0.131
Seq_5174,-0.022,-0.172,-0.304,-0.461,0.11
Seq_5175,0.183,-0.889,-0.217,-0.512,0.087
Seq_5176,-0.335,-0.472,-0.312,-0.178,0.333
Seq_5177,0.069,-0.373,-0.454,-0.352,0.24
Seq_5178,0.033,-0.474,-0.169,-0.381,0.039
Seq_5179,0.226,-0.444,-0.18,-0.454,-0.028
Seq_5180,0.653,-0.505,-0.215,-0.512,0.288
Seq_5181,0.186,-0.746,-0.363,-0.503,0.098
Seq_5182,0.044,-0.276,-0.41,-0.608,0.087
Seq_5183,0.469,-0.854,-0.224,-0.762,0.014
Seq_5184,0.78,-0.3,-0.671,-0.746,0.204
Seq_5185,0.165,-0.66,-0.294,-0.346,0.312
Seq_5186,0.196,-0.68,-0.149,-0.298,0.211
Seq_5187,0.196,-0.151,-0.792,-0.162,0.09
Seq_5188,-0.399,-0.966,-0.237,-0.406,0.169
Seq_5189,0.196,-0.622,-0.306,-0.366,0.169
Seq_5190,0.239,0.035,-0.237,-0.356,0.038
Seq_5191,0.306,-0.368,-0.107,-0.412,0.141
Seq_5192,0.176,-0.443,0.019,-0.451,-0.015
Seq_5193,-0.025,-0.613,-0.128,-0.354,0.111
Seq_5194,0.194,-0.179,-0.28,-0.285,0.274
Seq_5195,0.001,-0.392,-0.26,-0.423,0.139
Seq_5196,0.019,-0.611,0.038,-0.363,0.13
Seq_5197,0.099,-0.172,-0.369,-0.469,0.093
Seq_5198,0.21,-1.544,-0.145,-0.83,0.183
Seq_5199,-0.023,-0.83,-0.182,-0.298,0.227
Seq_5200,0.131,-0.914,-0.237,-0.379,0.171
Seq_5201,0.218,-0.041,-0.165,-0.432,0.014
Seq_5202,0.005,-0.936,-0.113,-0.441,0.304
Seq_5203,0.235,-0.668,-0.243,-0.416,0.083
Seq_5204,0.052,-0.425,-0.342,-0.474,0.101
Seq_5205,0.376,-0.361,-0.269,-0.468,-0.012
Seq_5206,0.005,-0.233,-0.372,-0.415,0.036
Seq_5207,-0.069,-0.422,-0.352,-0.308,0.297
Seq_5208,0.059,-0.532,-0.404,-0.41,0.191
Seq_5209,-0.381,-0.687,-0.146,-0.267,0.08
Seq_5210,0.312,-0.599,-0.341,-0.511,0.094
Seq_5211,0.771,-0.645,-0.143,-0.71,0.226
Seq_5212,0.099,-0.665,-0.237,-0.545,0.003
Seq_5213,0.123,-0.606,-0.383,-0.153,0.142
Seq_5214,0.337,-0.274,-0.313,-0.297,0.071
Seq_5215,0.023,-0.442,0.084,-0.191,-0.109
Seq_5216,0.068,-0.392,-0.141,-0.325,0.18
Seq_5217,-0.0,-0.274,-0.217,-0.322,0.173
Seq_5218,0.183,-0.417,-0.181,-0.397,0.137
Seq_5219,0.008,-0.735,-0.488,-0.664,0.196
Seq_5220,0.38,-0.377,-0.276,-0.547,0.116
Seq_5221,0.096,-0.666,-0.329,-0.405,0.232
Seq_5222,0.677,-0.259,-0.855,-0.15,0.171
Seq_5223,0.341,-0.423,-0.129,-0.329,0.306
Seq_5224,-0.211,-0.453,-0.281,-0.441,0.254
Seq_5225,-0.114,-0.63,-0.467,-0.423,0.138
Seq_5226,0.037,-0.411,-0.36,-0.377,-0.033
Seq_5227,0.282,-0.556,-0.02,-0.436,0.414
Seq_5228,0.113,-0.666,-0.37,-0.495,0.235
Seq_5229,0.183,-0.62,-0.311,-0.562,0.065
Seq_5230,0.149,-0.265,-0.189,-0.255,0.062
Seq_5231,0.121,-0.769,-0.297,-0.529,0.258
Seq_5232,0.217,-0.486,-0.361,-0.449,0.159
Seq_5233,0.172,-0.406,-0.435,-0.259,0.063
Seq_5234,-0.007,-0.681,-0.173,-0.432,0.2
Seq_5235,0.199,-0.459,-0.164,-0.38,0.121
Seq_5236,0.321,-0.488,-0.026,-0.379,0.031
Seq_5237,0.109,-0.499,-0.235,-0.327,0.091
Seq_5238,0.185,-0.483,-0.021,-0.285,0.376
Seq_5239,0.214,-0.708,-0.357,-0.447,0.183
Seq_5240,0.215,-0.507,-0.265,-0.384,0.125
Seq_5241,0.189,-0.546,-0.286,-0.343,0.311
Seq_5242,0.326,-0.392,-0.182,-0.444,0.294
Seq_5243,-0.142,-0.234,-0.195,-0.286,0.064
Seq_5244,0.239,-0.51,-0.414,-0.6,0.196
Seq_5245,-0.16,-0.527,-0.285,-0.353,0.16
Seq_5246,0.285,-0.564,-0.628,-0.271,0.235
Seq_5247,0.025,-0.509,-0.335,-0.592,0.147
Seq_5248,0.282,-0.513,-0.175,-0.533,0.157
Seq_5249,0.328,-0.598,-0.126,-0.339,0.166
Seq_5250,0.021,-0.396,-0.28,-0.414,0.254
Seq_5251,0.154,-0.302,-0.348,-0.423,0.052
Seq_5252,0.009,-0.654,-0.244,-0.417,0.215
Seq_5253,0.98,-0.18,-0.169,-0.531,0.026
Seq_5254,-0.166,-0.268,-0.103,-0.18,0.341
Seq_5255,-0.139,-0.507,0.019,-0.564,0.102
Seq_5256,-0.202,-0.447,-0.307,-0.28,0.238
Seq_5257,0.023,-0.587,-0.276,-0.538,0.202
Seq_5258,-0.106,-0.408,-0.209,-0.323,0.034
Seq_5259,0.12,-0.582,-0.272,-0.481,0.08
Seq_5260,0.226,-0.671,-0.293,-0.535,0.132
Seq_5261,0.171,-0.46,-0.507,-0.382,0.069
Seq_5262,0.002,-0.479,-0.241,-0.483,0.095
Seq_5263,0.165,-0.258,-0.396,-0.481,0.027
Seq_5264,0.045,-0.867,-0.175,-0.321,0.238
Seq_5265,-0.055,-0.419,-0.101,-0.281,-0.082
Seq_5266,0.603,-0.477,-0.17,-0.619,0.195
Seq_5267,-0.001,-0.896,0.056,-0.542,0.163
Seq_5268,0.053,-0.77,-0.116,-0.433,0.174
Seq_5269,0.291,-0.44,-0.417,-0.59,0.102
Seq_5270,0.361,-0.337,-0.053,-0.413,-0.122
Seq_5271,-0.141,-0.947,0.85,-0.222,-0.484
Seq_5272,0.092,-0.454,-0.215,-0.452,0.124
Seq_5273,0.113,-0.687,-0.262,-0.51,0.188
Seq_5274,-0.022,-0.215,-0.233,-0.385,0.064
Seq_5275,0.171,-0.287,-0.252,-0.41,0.02
Seq_5276,0.125,-0.469,-0.261,-0.478,-0.03
Seq_5277,-0.082,-0.49,-0.116,-0.448,0.237
Seq_5278,0.202,-0.407,-0.327,-0.384,0.098
Seq_5279,0.238,-0.416,-0.418,-0.391,0.158
Seq_5280,0.373,-0.42,-0.331,-0.572,0.147
Seq_5281,0.495,-0.228,-0.37,-0.543,0.192
Seq_5282,0.069,-0.085,-0.236,-0.311,0.063
Seq_5283,0.581,-0.246,-0.365,-0.566,0.196
Seq_5284,-0.146,-0.294,-0.282,-0.345,0.136
Seq_5285,0.948,-0.332,-0.052,-0.91,0.06
Seq_5286,-0.049,-0.552,-0.27,-0.349,0.099
Seq_5287,0.645,-0.539,-0.613,-0.395,0.23
Seq_5288,0.114,-0.566,-0.489,-0.496,0.165
Seq_5289,0.059,-0.252,-0.188,-0.36,-0.014
Seq_5290,0.272,-0.539,-0.452,-0.5,0.192
Seq_5291,0.063,-0.192,-0.303,-0.336,-0.074
Seq_5292,0.182,-0.284,-0.36,-0.674,0.078
Seq_5293,0.37,-0.383,-0.114,-0.47,0.072
Seq_5294,0.02,-0.572,-0.269,-0.405,0.072
Seq_5295,0.078,-0.413,-0.374,-0.431,0.14
Seq_5296,-0.466,-0.808,-0.489,-0.465,0.128
Seq_5297,0.59,-0.405,-0.649,-0.217,0.203
Seq_5298,-0.045,-0.497,-0.6,-0.353,0.217
Seq_5299,0.158,-0.523,-0.283,-0.484,0.108
Seq_5300,-0.0,-0.657,-0.701,-0.496,0.307
Seq_5301,0.169,-0.215,-0.318,-0.336,0.154
Seq_5302,0.277,-0.787,-0.312,-0.492,0.231
Seq_5303,-0.071,-0.306,-0.476,-0.467,0.329
Seq_5304,0.477,-0.263,-0.413,-0.627,0.077
Seq_5305,0.12,-0.451,-0.093,-0.302,0.233
Seq_5306,0.29,-0.528,-0.287,-0.578,0.112
Seq_5307,0.257,-0.262,-0.309,-0.424,0.074
Seq_5308,0.107,-0.254,-0.493,-0.276,0.143
Seq_5309,0.657,-0.254,-0.28,-0.489,0.146
Seq_5310,0.644,-0.655,-0.52,-0.556,0.196
Seq_5311,-0.014,-0.293,-0.184,-0.323,0.102
Seq_5312,0.08,-0.426,-0.244,-0.409,0.187
Seq_5313,0.246,-0.588,-0.22,-0.462,0.14
Seq_5314,0.25,-0.827,-0.164,-0.406,0.192
Seq_5315,-0.181,-0.713,-0.233,-0.46,0.204
Seq_5316,0.368,-0.643,-0.719,-0.252,0.257
Seq_5317,0.032,-0.532,-0.323,-0.398,0.152
Seq_5318,0.243,-0.339,-0.555,-0.303,0.085
Seq_5319,0.264,-0.383,-0.078,-0.395,0.05
Seq_5320,-0.275,-0.52,0.011,-0.252,0.31
Seq_5321,-0.104,-0.33,-0.101,-0.484,0.055
Seq_5322,0.289,-0.799,0.02,-0.776,0.031
Seq_5323,0.02,-0.429,-0.307,-0.28,0.223
Seq_5324,0.554,-0.38,-0.375,-0.577,0.146
Seq_5325,-0.397,-0.458,-0.287,-0.35,0.32
Seq_5326,0.325,-0.635,-0.156,-0.301,0.218
Seq_5327,0.096,-0.426,-0.257,-0.32,0.212
